LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,County,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX,MATCH_TYPE
2017-18,Hall County,MCEVER ELEMENTARY SCHOOL,Teachers,Total,41.5,16.0,39,6695054,2019,669,Hall County,5054,MCEVER ELEMENTARY SCHOOL,Hall,E,PK-05,3265 Montgomery Dr,Gainesville,GA,30504-5515,3265 Montgomery Dr,Gainesville,30504-5515,Matt,Alexander,,matt.alexander@hallco.org,770.534.7473,770.531.3055,PERFECT
2017-18,Hall County,MOUNT VERNON ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,1.0,50,6690194,2019,669,Hall County,194,MOUNT VERNON ELEMENTARY SCHOOL,Hall,E,PK-05,4844 Jim Hood Rd,Gainesville,GA,30506-2834,4844 Jim Hood Rd,Gainesville,30506-2834,Jennifer,Westbrook,,jennifer.westbrook@hallco.org,770.983.1759,770.983.1663,PERFECT
2017-18,Hall County,MOUNT VERNON ELEMENTARY SCHOOL,Teachers,Low Poverty,43.0,9.0,21,6690194,2019,669,Hall County,194,MOUNT VERNON ELEMENTARY SCHOOL,Hall,E,PK-05,4844 Jim Hood Rd,Gainesville,GA,30506-2834,4844 Jim Hood Rd,Gainesville,30506-2834,Jennifer,Westbrook,,jennifer.westbrook@hallco.org,770.983.1759,770.983.1663,PERFECT
2017-18,Hall County,MOUNT VERNON ELEMENTARY SCHOOL,Teachers,Total,43.0,9.0,21,6690194,2019,669,Hall County,194,MOUNT VERNON ELEMENTARY SCHOOL,Hall,E,PK-05,4844 Jim Hood Rd,Gainesville,GA,30506-2834,4844 Jim Hood Rd,Gainesville,30506-2834,Jennifer,Westbrook,,jennifer.westbrook@hallco.org,770.983.1759,770.983.1663,PERFECT
2017-18,Hall County,MYERS ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6690176,2019,669,Hall County,176,MYERS ELEMENTARY SCHOOL,Hall,E,PK-05,2676 Candler Rd ,Gainesville,GA,30507-8961,2676 Candler Rd ,Gainesville,30507-8961,Beth,Hudgins,,beth.hudgins@hallco.org,770.536.0814,770.531.2323,PERFECT
2017-18,Hall County,MYERS ELEMENTARY SCHOOL,Teachers,Total,52.0,10.5,20,6690176,2019,669,Hall County,176,MYERS ELEMENTARY SCHOOL,Hall,E,PK-05,2676 Candler Rd ,Gainesville,GA,30507-8961,2676 Candler Rd ,Gainesville,30507-8961,Beth,Hudgins,,beth.hudgins@hallco.org,770.536.0814,770.531.2323,PERFECT
2017-18,Hall County,NORTH HALL HIGH SCHOOL,Leaders,Low Poverty,4.0,0.0,0,6691556,2019,669,Hall County,1556,NORTH HALL HIGH SCHOOL,Hall,H,09-12,4885 Mount Vernon Rd,Gainesville,GA,30506-2765,4885 Mount Vernon Rd,Gainesville,30506-2765,Jamey,Moore,,Jamie.Moore@hallco.org,770.983.7331,770.983.7941,PERFECT
2017-18,Hall County,NORTH HALL HIGH SCHOOL,Teachers,Low Poverty,116.7,70.7,61,6691556,2019,669,Hall County,1556,NORTH HALL HIGH SCHOOL,Hall,H,09-12,4885 Mount Vernon Rd,Gainesville,GA,30506-2765,4885 Mount Vernon Rd,Gainesville,30506-2765,Jamey,Moore,,Jamie.Moore@hallco.org,770.983.7331,770.983.7941,PERFECT
2017-18,Hall County,NORTH HALL HIGH SCHOOL,Teachers,Total,116.7,70.7,61,6691556,2019,669,Hall County,1556,NORTH HALL HIGH SCHOOL,Hall,H,09-12,4885 Mount Vernon Rd,Gainesville,GA,30506-2765,4885 Mount Vernon Rd,Gainesville,30506-2765,Jamey,Moore,,Jamie.Moore@hallco.org,770.983.7331,770.983.7941,PERFECT
2017-18,Hall County,NORTH HALL MIDDLE SCHOOL,Leaders,Low Poverty,3.0,1.0,33,6690389,2019,669,Hall County,389,NORTH HALL MIDDLE SCHOOL,Hall,M,06-08,4856 Rilla Rd,Gainesville,GA,30506-2756,4856 Rilla Rd,Gainesville,30506-2756,Tamara ,Etterling,,,770.983.9749,770.983.9993,PERFECT
2017-18,Hall County,NORTH HALL MIDDLE SCHOOL,Teachers,Low Poverty,60.3,22.8,38,6690389,2019,669,Hall County,389,NORTH HALL MIDDLE SCHOOL,Hall,M,06-08,4856 Rilla Rd,Gainesville,GA,30506-2756,4856 Rilla Rd,Gainesville,30506-2756,Tamara ,Etterling,,,770.983.9749,770.983.9993,PERFECT
2017-18,Hall County,NORTH HALL MIDDLE SCHOOL,Teachers,Total,60.3,22.8,38,6690389,2019,669,Hall County,389,NORTH HALL MIDDLE SCHOOL,Hall,M,06-08,4856 Rilla Rd,Gainesville,GA,30506-2756,4856 Rilla Rd,Gainesville,30506-2756,Tamara ,Etterling,,,770.983.9749,770.983.9993,PERFECT
2017-18,Hall County,OAKWOOD ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6692056,2019,669,Hall County,2056,OAKWOOD ELEMENTARY SCHOOL,Hall,E,PK-05,4500 Allen St ,Oakwood,GA,30566-3347,4500 Allen St ,Oakwood,30566-3347,Dana,Magill,,dana.magill@hallco.org,770.532.1656,770.531.2326,PERFECT
2017-18,Hall County,OAKWOOD ELEMENTARY SCHOOL,Teachers,Total,39.5,11.5,29,6692056,2019,669,Hall County,2056,OAKWOOD ELEMENTARY SCHOOL,Hall,E,PK-05,4500 Allen St ,Oakwood,GA,30566-3347,4500 Allen St ,Oakwood,30566-3347,Dana,Magill,,dana.magill@hallco.org,770.532.1656,770.531.2326,PERFECT
2017-18,Hall County,RIVERBEND ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6693056,2019,669,Hall County,3056,RIVERBEND ELEMENTARY SCHOOL,Hall,E,PK-05,1742 Cleveland Hwy,Gainesville,GA,30501-1313,1742 Cleveland Hwy,Gainesville,30501-1313,Donna,Wiggins,,donna.wiggins@hallco.org,770.534.4141,770.531.3054,PERFECT
2017-18,Hall County,RIVERBEND ELEMENTARY SCHOOL,Teachers,Total,29.3,7.5,26,6693056,2019,669,Hall County,3056,RIVERBEND ELEMENTARY SCHOOL,Hall,E,PK-05,1742 Cleveland Hwy,Gainesville,GA,30501-1313,1742 Cleveland Hwy,Gainesville,30501-1313,Donna,Wiggins,,donna.wiggins@hallco.org,770.534.4141,770.531.3054,PERFECT
2017-18,Hall County,SARDIS ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6694056,2019,669,Hall County,4056,SARDIS ELEMENTARY SCHOOL,Hall,E,PK-05,2805 Sardis Rd ,Gainesville,GA,30506-2228,2805 Sardis Rd ,Gainesville,30506-2228,Neil,Yarrington,,neil.yarrington@hallco.org,770.532.0104,770.531.3057,PERFECT
2017-18,Hall County,SARDIS ELEMENTARY SCHOOL,Teachers,Total,55.0,19.0,35,6694056,2019,669,Hall County,4056,SARDIS ELEMENTARY SCHOOL,Hall,E,PK-05,2805 Sardis Rd ,Gainesville,GA,30506-2228,2805 Sardis Rd ,Gainesville,30506-2228,Neil,Yarrington,,neil.yarrington@hallco.org,770.532.0104,770.531.3057,PERFECT
2017-18,Hall County,SOUTH HALL MIDDLE SCHOOL,Leaders,Not Applicable,3.0,0.0,0,6694556,2019,669,Hall County,4556,SOUTH HALL MIDDLE SCHOOL,Hall,M,06-08,3215 Poplar Springs Rd,Gainesville,GA,30507-8659,3215 Poplar Springs Rd,Gainesville,30507-8659,Paula,Stubbs,,Paula.stubbs@hallco.org,770.532.4416,770.531.2348,PERFECT
2017-18,Hall County,SOUTH HALL MIDDLE SCHOOL,Teachers,Total,97.5,46.5,48,6694556,2019,669,Hall County,4556,SOUTH HALL MIDDLE SCHOOL,Hall,M,06-08,3215 Poplar Springs Rd,Gainesville,GA,30507-8659,3215 Poplar Springs Rd,Gainesville,30507-8659,Paula,Stubbs,,Paula.stubbs@hallco.org,770.532.4416,770.531.2348,PERFECT
2017-18,Hall County,SPOUT SPRINGS ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6690192,2019,669,Hall County,192,SPOUT SPRINGS ELEMENTARY SCHOOL,Hall,E,PK-05,6640 Spout Springs Rd ,Flowery Branch,GA,30542-5528,6640 Spout Springs Rd ,Flowery Branch,30542-5528,P. Arlene,Thomas,,arlene.thomas@hallco.org,770.967.4860,770.967.4883,PERFECT
2017-18,Hall County,SPOUT SPRINGS ELEMENTARY SCHOOL,Teachers,Low Poverty,48.5,11.0,23,6690192,2019,669,Hall County,192,SPOUT SPRINGS ELEMENTARY SCHOOL,Hall,E,PK-05,6640 Spout Springs Rd ,Flowery Branch,GA,30542-5528,6640 Spout Springs Rd ,Flowery Branch,30542-5528,P. Arlene,Thomas,,arlene.thomas@hallco.org,770.967.4860,770.967.4883,PERFECT
2017-18,Hall County,SPOUT SPRINGS ELEMENTARY SCHOOL,Teachers,Total,48.5,11.0,23,6690192,2019,669,Hall County,192,SPOUT SPRINGS ELEMENTARY SCHOOL,Hall,E,PK-05,6640 Spout Springs Rd ,Flowery Branch,GA,30542-5528,6640 Spout Springs Rd ,Flowery Branch,30542-5528,P. Arlene,Thomas,,arlene.thomas@hallco.org,770.967.4860,770.967.4883,PERFECT
2017-18,Hall County,SUGAR HILL ELEMENTARY,Leaders,Not Applicable,2.0,1.0,50,6690103,2019,669,Hall County,103,SUGAR HILL ELEMENTARY,Hall,E,PK-05,3259 Athens Hwy,Gainesville,GA,30507-8502,3259 Athens Hwy,Gainesville,30507-8502,Beth,Skarda,,Beth.skarda@hallco.org,770.503.1749,770.503.9686,PERFECT
2017-18,Hall County,SUGAR HILL ELEMENTARY,Teachers,Total,52.0,16.5,32,6690103,2019,669,Hall County,103,SUGAR HILL ELEMENTARY,Hall,E,PK-05,3259 Athens Hwy,Gainesville,GA,30507-8502,3259 Athens Hwy,Gainesville,30507-8502,Beth,Skarda,,Beth.skarda@hallco.org,770.503.1749,770.503.9686,PERFECT
2017-18,Hall County,TADMORE ELEMENTARY SCHOOL,Leaders,High Poverty,2.0,0.0,0,6695056,2019,669,Hall County,5056,TADMORE ELEMENTARY SCHOOL,Hall,E,PK-05,3278 Gillsville Hwy,Gainesville,GA,30507-9415,3278 Gillsville Hwy,Gainesville,30507-9415,Robin,Gower,,robin.gower@hallco.org,770.536.9929,770.531.2325,PERFECT
2017-18,Hall County,TADMORE ELEMENTARY SCHOOL,Teachers,High Poverty,51.5,23.5,46,6695056,2019,669,Hall County,5056,TADMORE ELEMENTARY SCHOOL,Hall,E,PK-05,3278 Gillsville Hwy,Gainesville,GA,30507-9415,3278 Gillsville Hwy,Gainesville,30507-9415,Robin,Gower,,robin.gower@hallco.org,770.536.9929,770.531.2325,PERFECT
2017-18,Hall County,TADMORE ELEMENTARY SCHOOL,Teachers,Total,51.5,23.5,46,6695056,2019,669,Hall County,5056,TADMORE ELEMENTARY SCHOOL,Hall,E,PK-05,3278 Gillsville Hwy,Gainesville,GA,30507-9415,3278 Gillsville Hwy,Gainesville,30507-9415,Robin,Gower,,robin.gower@hallco.org,770.536.9929,770.531.2325,PERFECT
2017-18,Hall County,WAUKA MOUNTAIN ELEMENTARY SCHOOL,Leaders,Low Poverty,2.0,2.0,100,6690276,2019,669,Hall County,276,WAUKA MOUNTAIN ELEMENTARY SCHOOL,Hall,E,PK-05,5850 Brookton Lula Rd,Gainesville,GA,30506-2909,5850 Brookton Lula Rd,Gainesville,30506-2909,Pamela,Doig,,pam.doig@hallco.org,770.983.3221,770.983.1019,PERFECT
2017-18,Hall County,WAUKA MOUNTAIN ELEMENTARY SCHOOL,Teachers,Low Poverty,39.5,9.0,23,6690276,2019,669,Hall County,276,WAUKA MOUNTAIN ELEMENTARY SCHOOL,Hall,E,PK-05,5850 Brookton Lula Rd,Gainesville,GA,30506-2909,5850 Brookton Lula Rd,Gainesville,30506-2909,Pamela,Doig,,pam.doig@hallco.org,770.983.3221,770.983.1019,PERFECT
2017-18,Hall County,WAUKA MOUNTAIN ELEMENTARY SCHOOL,Teachers,Total,39.5,9.0,23,6690276,2019,669,Hall County,276,WAUKA MOUNTAIN ELEMENTARY SCHOOL,Hall,E,PK-05,5850 Brookton Lula Rd,Gainesville,GA,30506-2909,5850 Brookton Lula Rd,Gainesville,30506-2909,Pamela,Doig,,pam.doig@hallco.org,770.983.3221,770.983.1019,PERFECT
2017-18,Hall County,WEST HALL HIGH SCHOOL,Leaders,Not Applicable,4.5,0.5,11,6690189,2019,669,Hall County,189,WEST HALL HIGH SCHOOL,Hall,H,09-12,5500 McEver Rd,Oakwood,GA,30566-3507,5500 McEver Rd,Oakwood,30566-3507,Ley,Hathcock,,ley.hathcock@hallco.org,770.967.9826,770.967.4864,PERFECT
2017-18,Hall County,WEST HALL HIGH SCHOOL,Teachers,Total,94.6,55.5,59,6690189,2019,669,Hall County,189,WEST HALL HIGH SCHOOL,Hall,H,09-12,5500 McEver Rd,Oakwood,GA,30566-3507,5500 McEver Rd,Oakwood,30566-3507,Ley,Hathcock,,ley.hathcock@hallco.org,770.967.9826,770.967.4864,PERFECT
2017-18,Hall County,WEST HALL MIDDLE SCHOOL,Leaders,Not Applicable,3.0,1.0,33,6690294,2019,669,Hall County,294,WEST HALL MIDDLE SCHOOL,Hall,M,06-08,5470 McEver Rd,Oakwood,GA,30566-3505,5470 McEver Rd,Oakwood,30566-3505,Ethan,Banks,,ethan.banks@hallco.org,770.967.4871,770.967.4874,PERFECT
2017-18,Hall County,WEST HALL MIDDLE SCHOOL,Teachers,Total,68.0,26.0,38,6690294,2019,669,Hall County,294,WEST HALL MIDDLE SCHOOL,Hall,M,06-08,5470 McEver Rd,Oakwood,GA,30566-3505,5470 McEver Rd,Oakwood,30566-3505,Ethan,Banks,,ethan.banks@hallco.org,770.967.4871,770.967.4874,PERFECT
2017-18,Hall County,WHITE SULPHUR ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6691058,2019,669,Hall County,1058,WHITE SULPHUR ELEMENTARY SCHOOL,Hall,E,PK-05,2480 Old Cornelia Hwy,Gainesville,GA,30507-7854,2480 Old Cornelia Hwy,Gainesville,30507-7854,Betsy,Ainsworth,,betsy.ainsworth@hallco.org,770.532.0945,770.531.2324,PERFECT
2017-18,Hall County,WHITE SULPHUR ELEMENTARY SCHOOL,Teachers,High Poverty,45.0,27.5,61,6691058,2019,669,Hall County,1058,WHITE SULPHUR ELEMENTARY SCHOOL,Hall,E,PK-05,2480 Old Cornelia Hwy,Gainesville,GA,30507-7854,2480 Old Cornelia Hwy,Gainesville,30507-7854,Betsy,Ainsworth,,betsy.ainsworth@hallco.org,770.532.0945,770.531.2324,PERFECT
2017-18,Hall County,WHITE SULPHUR ELEMENTARY SCHOOL,Teachers,Total,45.0,27.5,61,6691058,2019,669,Hall County,1058,WHITE SULPHUR ELEMENTARY SCHOOL,Hall,E,PK-05,2480 Old Cornelia Hwy,Gainesville,GA,30507-7854,2480 Old Cornelia Hwy,Gainesville,30507-7854,Betsy,Ainsworth,,betsy.ainsworth@hallco.org,770.532.0945,770.531.2324,PERFECT
2017-18,Hall County,WORLD LANGUAGE ACADEMY,Leaders,Not Applicable,4.0,3.0,75,6690112,2019,669,Hall County,112,WORLD LANGUAGE ACADEMY,Hall,E,PK-08,4670 Winder Hwy,Flowery Branch,GA,30542-3611,4670 Winder Hwy,Flowery Branch,30542-3611,Brittney,Bennett,,Brittney.bennett@hallco.org,770.967.5854,,PERFECT
2017-18,Hall County,WORLD LANGUAGE ACADEMY,Teachers,Total,74.3,43.2,58,6690112,2019,669,Hall County,112,WORLD LANGUAGE ACADEMY,Hall,E,PK-08,4670 Winder Hwy,Flowery Branch,GA,30542-3611,4670 Winder Hwy,Flowery Branch,30542-3611,Brittney,Bennett,,Brittney.bennett@hallco.org,770.967.5854,,PERFECT
2017-18,Hancock County,HANCOCK CENTRAL HIGH SCHOOL,Leaders,High Poverty,2.0,2.0,100,6700288,2019,670,Hancock County,288,HANCOCK CENTRAL HIGH SCHOOL,Hancock,H,09-12,11311 Ga Highway 15,Sparta,GA,31087-4123,11311 Ga Highway 15,Sparta,31087-4123,Norman,Hart,,nhart@hancock.k12.ga.us,706.444.7009,706.444.9918,PERFECT
2017-18,Hancock County,HANCOCK CENTRAL HIGH SCHOOL,Teachers,High Poverty,21.8,8.0,37,6700288,2019,670,Hancock County,288,HANCOCK CENTRAL HIGH SCHOOL,Hancock,H,09-12,11311 Ga Highway 15,Sparta,GA,31087-4123,11311 Ga Highway 15,Sparta,31087-4123,Norman,Hart,,nhart@hancock.k12.ga.us,706.444.7009,706.444.9918,PERFECT
2017-18,Hancock County,HANCOCK CENTRAL HIGH SCHOOL,Teachers,Total,21.8,8.0,37,6700288,2019,670,Hancock County,288,HANCOCK CENTRAL HIGH SCHOOL,Hancock,H,09-12,11311 Ga Highway 15,Sparta,GA,31087-4123,11311 Ga Highway 15,Sparta,31087-4123,Norman,Hart,,nhart@hancock.k12.ga.us,706.444.7009,706.444.9918,PERFECT
2017-18,Hancock County,HANCOCK CENTRAL MIDDLE SCHOOL,Leaders,High Poverty,1.0,0.0,0,6700106,2019,670,Hancock County,106,HANCOCK CENTRAL MIDDLE SCHOOL,Hancock,M,06-08,11311 Ga Highway 15,Sparta,GA,31087-4123,11311 Ga Highway 15,Sparta,31087-4123,Anthony,Webb,,awebb@hancock.k12.ga.us,706.444.6652,706.444.9918,PERFECT
2017-18,Hancock County,HANCOCK CENTRAL MIDDLE SCHOOL,Teachers,High Poverty,14.5,11.0,76,6700106,2019,670,Hancock County,106,HANCOCK CENTRAL MIDDLE SCHOOL,Hancock,M,06-08,11311 Ga Highway 15,Sparta,GA,31087-4123,11311 Ga Highway 15,Sparta,31087-4123,Anthony,Webb,,awebb@hancock.k12.ga.us,706.444.6652,706.444.9918,PERFECT
2017-18,Hancock County,HANCOCK CENTRAL MIDDLE SCHOOL,Teachers,Total,14.5,11.0,76,6700106,2019,670,Hancock County,106,HANCOCK CENTRAL MIDDLE SCHOOL,Hancock,M,06-08,11311 Ga Highway 15,Sparta,GA,31087-4123,11311 Ga Highway 15,Sparta,31087-4123,Anthony,Webb,,awebb@hancock.k12.ga.us,706.444.6652,706.444.9918,PERFECT
2017-18,Hancock County,LEWIS ELEMENTARY SCHOOL,Leaders,High Poverty,2.0,2.0,100,6330287,2019,633,Cobb County,287,LEWIS ELEMENTARY SCHOOL,Cobb,E,PK-05,4179 Jim Owens Rd NW,Kennesaw,GA,30152-2329,4179 Jim Owens Rd NW,Kennesaw,30152-2329,Robert,Babay,,,770.975.6673,770.975.6675,PERFECT
2017-18,Hancock County,LEWIS ELEMENTARY SCHOOL,Leaders,High Poverty,2.0,2.0,100,6700188,2019,670,Hancock County,188,LEWIS ELEMENTARY SCHOOL,Hancock,E,PK-05,11145 Ga Highway 15,Sparta,GA,31087-4121,11145 Ga Highway 15,Sparta,31087-4121,Awanna,Leslie,,avleslie@hancock.k12.ga.us,706.444.7028,706.444.0380,PERFECT
2017-18,Hancock County,LEWIS ELEMENTARY SCHOOL,Teachers,High Poverty,32.0,17.0,53,6330287,2019,633,Cobb County,287,LEWIS ELEMENTARY SCHOOL,Cobb,E,PK-05,4179 Jim Owens Rd NW,Kennesaw,GA,30152-2329,4179 Jim Owens Rd NW,Kennesaw,30152-2329,Robert,Babay,,,770.975.6673,770.975.6675,PERFECT
2017-18,Hancock County,LEWIS ELEMENTARY SCHOOL,Teachers,High Poverty,32.0,17.0,53,6700188,2019,670,Hancock County,188,LEWIS ELEMENTARY SCHOOL,Hancock,E,PK-05,11145 Ga Highway 15,Sparta,GA,31087-4121,11145 Ga Highway 15,Sparta,31087-4121,Awanna,Leslie,,avleslie@hancock.k12.ga.us,706.444.7028,706.444.0380,PERFECT
2017-18,Hancock County,LEWIS ELEMENTARY SCHOOL,Teachers,Total,32.0,17.0,53,6330287,2019,633,Cobb County,287,LEWIS ELEMENTARY SCHOOL,Cobb,E,PK-05,4179 Jim Owens Rd NW,Kennesaw,GA,30152-2329,4179 Jim Owens Rd NW,Kennesaw,30152-2329,Robert,Babay,,,770.975.6673,770.975.6675,PERFECT
2017-18,Hancock County,LEWIS ELEMENTARY SCHOOL,Teachers,Total,32.0,17.0,53,6700188,2019,670,Hancock County,188,LEWIS ELEMENTARY SCHOOL,Hancock,E,PK-05,11145 Ga Highway 15,Sparta,GA,31087-4121,11145 Ga Highway 15,Sparta,31087-4121,Awanna,Leslie,,avleslie@hancock.k12.ga.us,706.444.7028,706.444.0380,PERFECT
2017-18,Haralson County,BUCHANAN ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,1.0,50,6710178,2019,671,Haralson County,178,BUCHANAN ELEMENTARY SCHOOL,Haralson,E,03-05,215 College Cir,Buchanan,GA,30113-4497,215 College Cir,Buchanan,30113-4497,Ethelyn,Johnson,,,770.646.5140,770.646.5140,PERFECT
2017-18,Haralson County,BUCHANAN ELEMENTARY SCHOOL,Teachers,Total,31.3,8.6,28,6710178,2019,671,Haralson County,178,BUCHANAN ELEMENTARY SCHOOL,Haralson,E,03-05,215 College Cir,Buchanan,GA,30113-4497,215 College Cir,Buchanan,30113-4497,Ethelyn,Johnson,,,770.646.5140,770.646.5140,PERFECT
2017-18,Haralson County,BUCHANAN PRIMARY SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6712050,2019,671,Haralson County,2050,BUCHANAN PRIMARY SCHOOL,Haralson,E,PK-02,271 van Wert St ,Buchanan,GA,30113-4388,271 van Wert St ,Buchanan,30113-4388,Pepper,Moon,Dearing,,770.646.5523,770.646.8309,PERFECT
2017-18,Haralson County,BUCHANAN PRIMARY SCHOOL,Teachers,Total,41.0,17.3,42,6712050,2019,671,Haralson County,2050,BUCHANAN PRIMARY SCHOOL,Haralson,E,PK-02,271 van Wert St ,Buchanan,GA,30113-4388,271 van Wert St ,Buchanan,30113-4388,Pepper,Moon,Dearing,,770.646.5523,770.646.8309,PERFECT
2017-18,Haralson County,HARALSON COUNTY HIGH SCHOOL,Leaders,Not Applicable,3.4,2.0,58,6713050,2019,671,Haralson County,3050,HARALSON COUNTY HIGH SCHOOL,Haralson,H,09-12,1655 Georgia Highway 120 ,Tallapoosa,GA,30176-3215,1655 Georgia Highway 120 ,Tallapoosa,30176-3215,Topher,Byrnes,,,770.574.7647,770.574.7648,PERFECT
2017-18,Haralson County,HARALSON COUNTY HIGH SCHOOL,Teachers,Total,70.9,30.0,42,6713050,2019,671,Haralson County,3050,HARALSON COUNTY HIGH SCHOOL,Haralson,H,09-12,1655 Georgia Highway 120 ,Tallapoosa,GA,30176-3215,1655 Georgia Highway 120 ,Tallapoosa,30176-3215,Topher,Byrnes,,,770.574.7647,770.574.7648,PERFECT
2017-18,Haralson County,HARALSON COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,3.0,1.0,33,6710197,2019,671,Haralson County,197,HARALSON COUNTY MIDDLE SCHOOL,Haralson,M,06-08,2633 Georgia Highway 120,Tallapoosa,GA,30176-3243,2633 Highway 120 West,Tallapoosa,30176,Jodi,Cash,,,770.646.8600,770.646.0108,PERFECT
2017-18,Haralson County,HARALSON COUNTY MIDDLE SCHOOL,Teachers,Total,56.9,14.0,25,6710197,2019,671,Haralson County,197,HARALSON COUNTY MIDDLE SCHOOL,Haralson,M,06-08,2633 Georgia Highway 120,Tallapoosa,GA,30176-3243,2633 Highway 120 West,Tallapoosa,30176,Jodi,Cash,,,770.646.8600,770.646.0108,PERFECT
2017-18,Haralson County,TALLAPOOSA PRIMARY SCHOOL,Leaders,Low Poverty,2.0,0.0,0,6710104,2019,671,Haralson County,104,TALLAPOOSA PRIMARY SCHOOL,Haralson,E,PK-02,581 Georgia Highway 120 ,Tallapoosa,GA,30176-3116,581 Highway 120 East ,Tallapoosa,30176,Jentsie,Johns,,Jentsie.Johns@haralson.k12.ga.us,770.574.7444,770.574.8932,PERFECT
2017-18,Haralson County,TALLAPOOSA PRIMARY SCHOOL,Teachers,Total,44.4,10.2,23,6710104,2019,671,Haralson County,104,TALLAPOOSA PRIMARY SCHOOL,Haralson,E,PK-02,581 Georgia Highway 120 ,Tallapoosa,GA,30176-3116,581 Highway 120 East ,Tallapoosa,30176,Jentsie,Johns,,Jentsie.Johns@haralson.k12.ga.us,770.574.7444,770.574.8932,PERFECT
2017-18,Haralson County,WEST HARALSON ELEMENTARY SCHOOL,Leaders,Not Applicable,2.0,0.0,0,6714050,2019,671,Haralson County,4050,WEST HARALSON ELEMENTARY SCHOOL,Haralson,E,03-05,4552 Georgia Highway 100 N,Tallapoosa,GA,30176-2528,4552 Highway 100 North,Tallapoosa,30176,Brandi,Hurston,,,770.574.7060,770.574.7086,PERFECT
2017-18,Haralson County,WEST HARALSON ELEMENTARY SCHOOL,Teachers,Total,29.4,9.8,33,6714050,2019,671,Haralson County,4050,WEST HARALSON ELEMENTARY SCHOOL,Haralson,E,03-05,4552 Georgia Highway 100 N,Tallapoosa,GA,30176-2528,4552 Highway 100 North,Tallapoosa,30176,Brandi,Hurston,,,770.574.7060,770.574.7086,PERFECT
2017-18,Harris County,CREEKSIDE SCHOOL,Leaders,Low Poverty,3.0,0.0,0,6720110,2019,672,Harris County,110,CREEKSIDE SCHOOL,Harris,M,05-06,8403 Ga Highway 315,Cataula,GA,31804-2772,8403 Ga Highway 315,Cataula,31804-2772,Dan ,Lomax,,lomax-d@harris.k12.ga.us,706.596.1300,,PERFECT
2017-18,Harris County,CREEKSIDE SCHOOL,Teachers,Low Poverty,55.2,22.0,40,6720110,2019,672,Harris County,110,CREEKSIDE SCHOOL,Harris,M,05-06,8403 Ga Highway 315,Cataula,GA,31804-2772,8403 Ga Highway 315,Cataula,31804-2772,Dan ,Lomax,,lomax-d@harris.k12.ga.us,706.596.1300,,PERFECT
2017-18,Harris County,CREEKSIDE SCHOOL,Teachers,Total,55.2,22.0,40,6720110,2019,672,Harris County,110,CREEKSIDE SCHOOL,Harris,M,05-06,8403 Ga Highway 315,Cataula,GA,31804-2772,8403 Ga Highway 315,Cataula,31804-2772,Dan ,Lomax,,lomax-d@harris.k12.ga.us,706.596.1300,,PERFECT
2017-18,Harris County,HARRIS COUNTY CARVER MIDDLE SCHOOL,Leaders,Low Poverty,3.0,1.0,33,6720399,2019,672,Harris County,399,HARRIS COUNTY CARVER MIDDLE SCHOOL,Harris,M,07-08,11696 US Highway 27 E ,Hamilton,GA,31811-5375,P.O. Box 408 ,Hamilton,31811,Stacey,Carlisle,,carlisle-s@harris.k12.ga.us,706.628.4951,706.628.5737,PERFECT
2017-18,Harris County,HARRIS COUNTY CARVER MIDDLE SCHOOL,Teachers,Low Poverty,57.3,17.0,30,6720399,2019,672,Harris County,399,HARRIS COUNTY CARVER MIDDLE SCHOOL,Harris,M,07-08,11696 US Highway 27 E ,Hamilton,GA,31811-5375,P.O. Box 408 ,Hamilton,31811,Stacey,Carlisle,,carlisle-s@harris.k12.ga.us,706.628.4951,706.628.5737,PERFECT
