LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,SCHOOL_ID,MATCHING_NAME,CONFIDENCE
2017-18,Effingham County,Effingham County High School,Leaders,Low Poverty,5.5,2.5,45,6510390,Effingham County High School,100
2017-18,Effingham County,Effingham County High School,Teachers,Low Poverty,147.8,79.8,54,6510390,Effingham County High School,100
2017-18,Effingham County,Effingham County High School,Teachers,Total,147.8,79.8,54,6510390,Effingham County High School,100
2017-18,Effingham County,Effingham County Middle School,Leaders,Not Applicable,3.0,1.0,33,6510290,Effingham County Middle School,100
2017-18,Effingham County,Effingham County Middle School,Teachers,Total,69.2,32.3,47,6510290,Effingham County Middle School,100
2017-18,Effingham County,Effingham County- All Schools,Leaders,Low Poverty,24.0,11.0,46,6510390,Effingham County High School,86
2017-18,Effingham County,Effingham County- All Schools,Leaders,Total,37.5,16.0,43,6510390,Effingham County High School,86
2017-18,Effingham County,Effingham County- All Schools,Teachers,Low Poverty,610.1,256.3,42,6510390,Effingham County High School,86
2017-18,Effingham County,Effingham County- All Schools,Teachers,Total,872.2,365.3,42,6510390,Effingham County High School,86
2017-18,Effingham County,Guyton Elementary School,Leaders,Not Applicable,2.0,1.0,50,6510190,Guyton Elementary School,100
2017-18,Effingham County,Guyton Elementary School,Teachers,Total,55.6,30.0,54,6510190,Guyton Elementary School,100
2017-18,Effingham County,Marlow Elementary School,Leaders,Low Poverty,2.0,1.0,50,6510105,Marlow Elementary School,100
2017-18,Effingham County,Marlow Elementary School,Teachers,Low Poverty,58.5,21.5,37,6510105,Marlow Elementary School,100
2017-18,Effingham County,Marlow Elementary School,Teachers,Total,58.5,21.5,37,6510105,Marlow Elementary School,100
2017-18,Effingham County,Rincon Elementary School,Leaders,Not Applicable,2.0,0.0,0,6514050,Rincon Elementary School,100
2017-18,Effingham County,Rincon Elementary School,Teachers,Total,51.0,20.1,39,6514050,Rincon Elementary School,100
2017-18,Effingham County,Sand Hill Elementary School,Leaders,Not Applicable,2.0,2.0,100,6225052,Sand Hill Elementary School,100
2017-18,Effingham County,Sand Hill Elementary School,Teachers,Total,50.5,17.5,35,6225052,Sand Hill Elementary School,100
2017-18,Effingham County,South Effingham Elementary School,Leaders,Low Poverty,2.0,0.0,0,6510186,South Effingham Elementary School,100
2017-18,Effingham County,South Effingham Elementary School,Teachers,Low Poverty,47.0,11.0,23,6510186,South Effingham Elementary School,100
2017-18,Effingham County,South Effingham Elementary School,Teachers,Total,47.0,11.0,23,6510186,South Effingham Elementary School,100
2017-18,Effingham County,South Effingham High School,Leaders,Low Poverty,4.5,2.5,56,6510197,South Effingham High School,100
2017-18,Effingham County,South Effingham High School,Teachers,Low Poverty,157.9,109.3,69,6510197,South Effingham High School,100
2017-18,Effingham County,South Effingham High School,Teachers,Total,157.9,109.3,69,6510197,South Effingham High School,100
2017-18,Effingham County,South Effingham Middle School,Leaders,Low Poverty,3.0,3.0,100,6510297,South Effingham Middle School,100
2017-18,Effingham County,South Effingham Middle School,Teachers,Low Poverty,66.7,25.9,39,6510297,South Effingham Middle School,100
2017-18,Effingham County,South Effingham Middle School,Teachers,Total,66.7,25.9,39,6510297,South Effingham Middle School,100
2017-18,Effingham County,Springfield Elementary School,Leaders,Not Applicable,2.0,0.0,0,6510103,Springfield Elementary School,100
2017-18,Effingham County,Springfield Elementary School,Teachers,Total,48.5,20.0,41,6510103,Springfield Elementary School,100
2017-18,Elbert County,Elbert County Elementary School,Leaders,Not Applicable,2.0,2.0,100,6520313,Elbert County Elementary School,100
2017-18,Elbert County,Elbert County Elementary School,Teachers,Total,50.0,20.0,40,6520313,Elbert County Elementary School,100
2017-18,Elbert County,Elbert County High School,Leaders,Not Applicable,3.2,3.0,95,6520176,Elbert County High School,100
2017-18,Elbert County,Elbert County High School,Teachers,Total,65.3,27.3,42,6520176,Elbert County High School,100
2017-18,Elbert County,Elbert County Middle School,Leaders,Not Applicable,3.0,2.0,67,6520104,Elbert County Middle School ,100
2017-18,Elbert County,Elbert County Middle School,Teachers,Total,63.0,24.0,38,6520104,Elbert County Middle School ,100
2017-18,Elbert County,Elbert County Primary School,Leaders,Not Applicable,2.0,0.0,0,6520213,Elbert County Primary School,100
2017-18,Elbert County,Elbert County Primary School,Teachers,Total,32.0,4.0,13,6520213,Elbert County Primary School,100
2017-18,Elbert County,Elbert County- All Schools,Leaders,Low Poverty,1.0,0.0,0,6520176,Elbert County High School,84
2017-18,Elbert County,Elbert County- All Schools,Leaders,Total,11.2,7.0,63,6520176,Elbert County High School,84
2017-18,Elbert County,Elbert County- All Schools,Teachers,Total,216.0,74.0,34,6520176,Elbert County High School,84
2017-18,Elbert County,Paul J. Blackwell Learning Center,Leaders,Low Poverty,1.0,0.0,0,6520113,Paul J. Blackwell Learning Center,100
2017-18,Elbert County,Paul J. Blackwell Learning Center,Teachers,Total,18.0,12.0,67,6520113,Paul J. Blackwell Learning Center,100
2017-18,Emanuel County,Emanuel County Institute,Leaders,Not Applicable,3.0,1.0,33,6532050,Emanuel County Institute,100
2017-18,Emanuel County,Emanuel County Institute,Teachers,Total,42.9,5.0,12,6532050,Emanuel County Institute,100
2017-18,Emanuel County,Emanuel County- All Schools,Leaders,High Poverty,2.0,1.0,50,7510101,Wayne County High School,75
2017-18,Emanuel County,Emanuel County- All Schools,Leaders,Total,14.5,6.5,45,7510101,Wayne County High School,75
2017-18,Emanuel County,Emanuel County- All Schools,Teachers,High Poverty,39.0,10.0,26,7510101,Wayne County High School,75
2017-18,Emanuel County,Emanuel County- All Schools,Teachers,Total,292.8,106.0,36,7510101,Wayne County High School,75
2017-18,Emanuel County,Swainsboro Elementary School,Leaders,Not Applicable,2.0,0.0,0,6530198,Swainsboro Elementary School,100
2017-18,Emanuel County,Swainsboro Elementary School,Teachers,Total,47.9,21.0,44,6530198,Swainsboro Elementary School,100
2017-18,Emanuel County,Swainsboro High School,Leaders,Not Applicable,3.0,1.0,33,6530189,Swainsboro High School,100
2017-18,Emanuel County,Swainsboro High School,Teachers,Total,55.9,27.2,49,6530189,Swainsboro High School,100
2017-18,Emanuel County,Swainsboro Middle School,Leaders,Not Applicable,2.5,2.5,100,6530192,Swainsboro Middle School,100
2017-18,Emanuel County,Swainsboro Middle School,Teachers,Total,47.4,25.3,53,6530192,Swainsboro Middle School,100
2017-18,Emanuel County,Swainsboro Primary School,Leaders,Not Applicable,2.0,1.0,50,6530196,Swainsboro Primary School,100
2017-18,Emanuel County,Swainsboro Primary School,Teachers,Total,63.9,21.9,34,6530196,Swainsboro Primary School,100
2017-18,Emanuel County,Twin City Elementary School,Leaders,High Poverty,2.0,1.0,50,6530100,Twin City Elementary School,100
2017-18,Emanuel County,Twin City Elementary School,Teachers,High Poverty,39.0,10.0,26,6530100,Twin City Elementary School,100
2017-18,Emanuel County,Twin City Elementary School,Teachers,Total,39.0,10.0,26,6530100,Twin City Elementary School,100
2017-18,Evans County,Claxton Elementary School,Leaders,High Poverty,4.3,3.2,74,6540196,Claxton Elementary School,100
2017-18,Evans County,Claxton Elementary School,Teachers,High Poverty,71.0,37.0,52,6540196,Claxton Elementary School,100
2017-18,Evans County,Claxton Elementary School,Teachers,Total,71.0,37.0,52,6540196,Claxton Elementary School,100
2017-18,Evans County,Claxton High School,Leaders,High Poverty,3.1,1.1,34,6542050,Claxton High School,100
2017-18,Evans County,Claxton High School,Teachers,High Poverty,35.3,21.8,62,6542050,Claxton High School,100
2017-18,Evans County,Claxton High School,Teachers,Total,35.3,21.8,62,6542050,Claxton High School,100
2017-18,Evans County,Claxton Middle School,Leaders,High Poverty,2.3,0.0,0,6543050,Claxton Middle School,100
2017-18,Evans County,Claxton Middle School,Teachers,High Poverty,35.7,21.0,59,6543050,Claxton Middle School,100
2017-18,Evans County,Claxton Middle School,Teachers,Total,35.7,21.0,59,6543050,Claxton Middle School,100
2017-18,Evans County,Evans County- All Schools,Leaders,High Poverty,10.5,4.2,40,7270104,Stephens County Middle School,78
2017-18,Evans County,Evans County- All Schools,Leaders,Total,10.5,4.2,40,7270104,Stephens County Middle School,78
2017-18,Evans County,Evans County- All Schools,Teachers,High Poverty,134.4,71.1,53,7270104,Stephens County Middle School,78
2017-18,Evans County,Evans County- All Schools,Teachers,Total,134.4,71.1,53,7270104,Stephens County Middle School,78
2017-18,Evans County,Second Chance,Leaders,High Poverty,0.8,0.0,0,6540197,Second Chance,100
2017-18,Fannin County,Blue Ridge Elementary School,Leaders,Not Applicable,2.2,2.2,100,6360188,Blue Ridge Elementary School,100
2017-18,Fannin County,Blue Ridge Elementary School,Teachers,Total,34.8,12.0,34,6360188,Blue Ridge Elementary School,100
2017-18,Fannin County,East Fannin Elementary School,Leaders,Not Applicable,2.2,1.1,48,6550194,East Fannin Elementary School,100
2017-18,Fannin County,East Fannin Elementary School,Teachers,Total,30.4,10.0,33,6550194,East Fannin Elementary School,100
2017-18,Fannin County,Fannin County High School,Leaders,Not Applicable,4.6,0.0,0,6550176,Fannin County High School,100
2017-18,Fannin County,Fannin County High School,Teachers,Total,68.7,20.2,29,6550176,Fannin County High School,100
2017-18,Fannin County,Fannin County Middle School,Leaders,Not Applicable,3.2,1.1,35,6550193,Fannin County Middle School,100
2017-18,Fannin County,Fannin County Middle School,Teachers,Total,51.1,9.5,19,6550193,Fannin County Middle School,100
2017-18,Fannin County,Fannin County- All Schools,Leaders,Total,14.3,5.4,38,6550176,Fannin County High School,84
2017-18,Fannin County,Fannin County- All Schools,Teachers,Total,214.5,60.7,28,6550176,Fannin County High School,84
2017-18,Fannin County,West Fannin Elementary School,Leaders,Not Applicable,2.2,1.1,48,6550293,West Fannin Elementary School,100
2017-18,Fannin County,West Fannin Elementary School,Teachers,Total,32.1,12.7,39,6550293,West Fannin Elementary School,100
2017-18,Fayette County,Bennett's Mill Middle School,Leaders,Not Applicable,3.0,0.0,0,6560108,Bennett's Mill Middle School,100
2017-18,Fayette County,Bennett's Mill Middle School,Teachers,Total,114.0,69.0,61,6560108,Bennett's Mill Middle School,100
2017-18,Fayette County,Booth Middle School,Leaders,Low Poverty,3.0,1.0,33,6280181,E. T. Booth Middle School,100
2017-18,Fayette County,Booth Middle School,Teachers,Low Poverty,119.0,68.0,57,6280181,E. T. Booth Middle School,100
2017-18,Fayette County,Booth Middle School,Teachers,Total,119.0,68.0,57,6280181,E. T. Booth Middle School,100
2017-18,Fayette County,Braelinn Elementary School,Leaders,Low Poverty,2.0,0.0,0,6560191,Braelinn Elementary School,100
2017-18,Fayette County,Braelinn Elementary School,Teachers,Low Poverty,39.5,10.0,25,6560191,Braelinn Elementary School,100
2017-18,Fayette County,Braelinn Elementary School,Teachers,Total,39.5,10.0,25,6560191,Braelinn Elementary School,100
2017-18,Fayette County,Cleveland Elementary School,Leaders,Low Poverty,2.0,0.0,0,6560102,Cleveland Elementary School,100
2017-18,Fayette County,Cleveland Elementary School,Teachers,Low Poverty,53.5,33.5,63,6560102,Cleveland Elementary School,100
2017-18,Fayette County,Cleveland Elementary School,Teachers,Total,53.5,33.5,63,6560102,Cleveland Elementary School,100
2017-18,Fayette County,Crabapple Lane Elementary School,Leaders,Low Poverty,2.0,1.0,50,6111305,Lane Elementary School,100
2017-18,Fayette County,Crabapple Lane Elementary School,Teachers,Low Poverty,58.0,25.0,43,6111305,Lane Elementary School,100
2017-18,Fayette County,Crabapple Lane Elementary School,Teachers,Total,58.0,25.0,43,6111305,Lane Elementary School,100
2017-18,Fayette County,Fayette County High School,Leaders,Low Poverty,5.0,2.0,40,6560398,Fayette County High School,100
2017-18,Fayette County,Fayette County High School,Teachers,Low Poverty,245.5,191.5,78,6560398,Fayette County High School,100
2017-18,Fayette County,Fayette County High School,Teachers,Total,245.5,191.5,78,6560398,Fayette County High School,100
2017-18,Fayette County,Fayette County- All Schools,Leaders,Low Poverty,57.5,19.5,34,6560398,Fayette County High School,85
2017-18,Fayette County,Fayette County- All Schools,Leaders,Total,69.5,23.5,34,6560398,Fayette County High School,85
2017-18,Fayette County,Fayette County- All Schools,Teachers,Low Poverty,1277.4,463.5,36,6560398,Fayette County High School,85
2017-18,Fayette County,Fayette County- All Schools,Teachers,Total,1487.4,554.0,37,6560398,Fayette County High School,85
2017-18,Fayette County,Fayetteville Elementary School,Leaders,Not Applicable,2.0,1.0,50,6560402,Fayetteville Elementary School,100
2017-18,Fayette County,Fayetteville Elementary School,Teachers,Total,71.5,51.5,72,6560402,Fayetteville Elementary School,100
2017-18,Fayette County,Flat Rock Middle School,Leaders,Low Poverty,3.0,1.0,33,6560491,Flat Rock Middle School,100
2017-18,Fayette County,Flat Rock Middle School,Teachers,Low Poverty,105.0,74.0,70,6560491,Flat Rock Middle School,100
2017-18,Fayette County,Flat Rock Middle School,Teachers,Total,105.0,74.0,70,6560491,Flat Rock Middle School,100
2017-18,Fayette County,Huddleston Elementary School,Leaders,Low Poverty,2.0,0.0,0,6560180,Huddleston Elementary School,100
2017-18,Fayette County,Huddleston Elementary School,Teachers,Low Poverty,53.5,24.5,46,6560180,Huddleston Elementary School,100
2017-18,Fayette County,Huddleston Elementary School,Teachers,Total,53.5,24.5,46,6560180,Huddleston Elementary School,100
2017-18,Fayette County,Inman Elementary,Leaders,Low Poverty,2.0,1.0,50,6560111,Inman Elementary,100
2017-18,Fayette County,Inman Elementary,Teachers,Low Poverty,68.0,41.0,60,6560111,Inman Elementary,100
2017-18,Fayette County,Inman Elementary,Teachers,Total,68.0,41.0,60,6560111,Inman Elementary,100
2017-18,Fayette County,Kedron Elementary School,Leaders,Low Poverty,2.0,0.0,0,6560196,Kedron Elementary School,100
2017-18,Fayette County,Kedron Elementary School,Teachers,Low Poverty,49.0,17.0,35,6560196,Kedron Elementary School,100
2017-18,Fayette County,Kedron Elementary School,Teachers,Total,49.0,17.0,35,6560196,Kedron Elementary School,100
2017-18,Fayette County,McIntosh High School,Leaders,Low Poverty,6.0,3.0,50,6560182,McIntosh High School,100
2017-18,Fayette County,McIntosh High School,Teachers,Low Poverty,242.0,174.0,72,6560182,McIntosh High School,100
2017-18,Fayette County,McIntosh High School,Teachers,Total,242.0,174.0,72,6560182,McIntosh High School,100
2017-18,Fayette County,North Fayette Elementary School,Leaders,Not Applicable,2.0,1.0,50,6560181,North Fayette Elementary School,100
2017-18,Fayette County,North Fayette Elementary School,Teachers,Total,93.0,72.0,77,6560181,North Fayette Elementary School,100
2017-18,Fayette County,Oak Grove Elementary School,Leaders,Low Poverty,2.0,1.0,50,6282054,Oak Grove Elementary School,100
2017-18,Fayette County,Oak Grove Elementary School,Teachers,Low Poverty,74.0,48.0,65,6282054,Oak Grove Elementary School,100
2017-18,Fayette County,Oak Grove Elementary School,Teachers,Total,74.0,48.0,65,6282054,Oak Grove Elementary School,100
2017-18,Fayette County,Peachtree City Elementary School,Leaders,Low Poverty,2.0,0.0,0,6561052,Peachtree City Elementary School,100
2017-18,Fayette County,Peachtree City Elementary School,Teachers,Low Poverty,44.0,15.0,34,6561052,Peachtree City Elementary School,100
2017-18,Fayette County,Peachtree City Elementary School,Teachers,Total,44.0,15.0,34,6561052,Peachtree City Elementary School,100
2017-18,Fayette County,Peeples Elementary School,Leaders,Low Poverty,2.0,1.0,50,6560199,Peeples Elementary School,100
2017-18,Fayette County,Peeples Elementary School,Teachers,Low Poverty,62.0,30.0,48,6560199,Peeples Elementary School,100
2017-18,Fayette County,Peeples Elementary School,Teachers,Total,62.0,30.0,48,6560199,Peeples Elementary School,100
2017-18,Fayette County,Rising Starr Middle School,Leaders,Low Poverty,3.0,0.0,0,6560298,Rising Starr Middle School,100
2017-18,Fayette County,Rising Starr Middle School,Teachers,Low Poverty,70.0,19.0,27,6560298,Rising Starr Middle School,100
2017-18,Fayette County,Rising Starr Middle School,Teachers,Total,70.0,19.0,27,6560298,Rising Starr Middle School,100
2017-18,Fayette County,Robert J. Burch Elementary School,Leaders,Not Applicable,2.0,1.0,50,6560291,Robert J. Burch Elementary School,100
2017-18,Fayette County,Robert J. Burch Elementary School,Teachers,Total,72.0,46.0,64,6560291,Robert J. Burch Elementary School,100
2017-18,Fayette County,Sandy Creek High School,Leaders,Low Poverty,5.0,2.0,40,6560192,Sandy Creek High School,100
2017-18,Fayette County,Sandy Creek High School,Teachers,Low Poverty,148.0,108.0,73,6560192,Sandy Creek High School,100
2017-18,Fayette County,Sandy Creek High School,Teachers,Total,148.0,108.0,73,6560192,Sandy Creek High School,100
2017-18,Fayette County,Sara Harp Minter Elementary School,Leaders,Low Poverty,2.0,1.0,50,6560103,Sara Harp Minter Elementary School,100
2017-18,Fayette County,Sara Harp Minter Elementary School,Teachers,Low Poverty,67.0,27.0,40,6560103,Sara Harp Minter Elementary School,100
2017-18,Fayette County,Sara Harp Minter Elementary School,Teachers,Total,67.0,27.0,40,6560103,Sara Harp Minter Elementary School,100
2017-18,Fayette County,Spring Hill Elementary School,Leaders,Not Applicable,2.0,0.0,0,6560296,Spring Hill Elementary School,100
2017-18,Fayette County,Spring Hill Elementary School,Teachers,Total,80.5,50.0,62,6560296,Spring Hill Elementary School,100
2017-18,Fayette County,Starrs Mill High School,Leaders,Low Poverty,5.0,3.0,60,6560198,Starrs Mill High School,100
2017-18,Fayette County,Starrs Mill High School,Teachers,Low Poverty,143.0,74.0,52,6560198,Starrs Mill High School,100
2017-18,Fayette County,Starrs Mill High School,Teachers,Total,143.0,74.0,52,6560198,Starrs Mill High School,100
2017-18,Fayette County,Whitewater High School,Leaders,Low Poverty,4.5,1.5,33,6560105,Whitewater High School,100
2017-18,Fayette County,Whitewater High School,Teachers,Low Poverty,197.5,132.0,67,6560105,Whitewater High School,100
2017-18,Fayette County,Whitewater High School,Teachers,Total,197.5,132.0,67,6560105,Whitewater High School,100
2017-18,Fayette County,Whitewater Middle School,Leaders,Low Poverty,3.0,1.0,33,6560391,Whitewater Middle School,100
2017-18,Fayette County,Whitewater Middle School,Teachers,Low Poverty,105.0,58.0,55,6560391,Whitewater Middle School,100
2017-18,Fayette County,Whitewater Middle School,Teachers,Total,105.0,58.0,55,6560391,Whitewater Middle School,100
2017-18,Floyd County,Alto Park Elementary School,Leaders,Not Applicable,2.0,1.0,50,6571050,Alto Park Elementary School,100
2017-18,Floyd County,Alto Park Elementary School,Teachers,Total,36.1,9.0,25,6571050,Alto Park Elementary School,100
2017-18,Floyd County,Armuchee Elementary School,Leaders,Not Applicable,2.0,1.0,50,6570195,Armuchee Elementary School,100
2017-18,Floyd County,Armuchee Elementary School,Teachers,Total,26.0,6.0,23,6570195,Armuchee Elementary School,100
2017-18,Floyd County,Armuchee High School,Leaders,Not Applicable,3.0,0.0,0,6570401,Armuchee High School,100
2017-18,Floyd County,Armuchee High School,Teachers,Total,68.0,41.0,60,6570401,Armuchee High School,100
2017-18,Floyd County,Armuchee Middle School,Leaders,Not Applicable,2.0,1.0,50,6570303,Armuchee Middle School,100
2017-18,Floyd County,Armuchee Middle School,Teachers,Total,33.0,11.0,33,6570303,Armuchee Middle School,100
2017-18,Floyd County,Cave Spring Elementary School,Leaders,Not Applicable,1.0,0.5,50,6573050,Cave Spring Elementary School,100
2017-18,Floyd County,Cave Spring Elementary School,Teachers,Total,18.0,6.0,33,6573050,Cave Spring Elementary School,100
2017-18,Floyd County,Coosa High School,Leaders,Not Applicable,3.0,1.0,33,6575050,Coosa High School,100
2017-18,Floyd County,Coosa High School,Teachers,Total,86.5,63.3,73,6575050,Coosa High School,100
2017-18,Floyd County,Coosa Middle School,Leaders,Not Applicable,2.0,0.0,0,6570103,Coosa Middle School,100
2017-18,Floyd County,Coosa Middle School,Teachers,Total,43.0,22.0,51,6570103,Coosa Middle School,100
2017-18,Floyd County,Floyd County- All Schools,Leaders,Total,40.0,14.5,36,6390202,Crawford County Middle School,76
2017-18,Floyd County,Floyd County- All Schools,Teachers,Total,698.7,210.2,30,6390202,Crawford County Middle School,76
2017-18,Floyd County,Garden Lakes Elementary School,Leaders,Not Applicable,2.0,1.0,50,6572052,Garden Lakes Elementary School,100
2017-18,Floyd County,Garden Lakes Elementary School,Teachers,Total,44.9,15.9,35,6572052,Garden Lakes Elementary School,100
2017-18,Floyd County,Glenwood Primary School,Leaders,Not Applicable,2.0,1.0,50,6573052,Glenwood Primary School,100
2017-18,Floyd County,Glenwood Primary School,Teachers,Total,34.0,10.0,29,6573052,Glenwood Primary School,100
2017-18,Floyd County,Johnson Elementary,Leaders,Not Applicable,2.0,2.0,100,6433052,John Johnson Elementary School,100
2017-18,Floyd County,Johnson Elementary,Teachers,Total,38.0,9.0,24,6433052,John Johnson Elementary School,100
2017-18,Floyd County,McHenry Primary,Leaders,Not Applicable,2.0,0.0,0,6570173,McHenry Primary,100
2017-18,Floyd County,McHenry Primary,Teachers,Total,19.6,8.0,41,6570173,McHenry Primary,100
2017-18,Floyd County,Model Elementary School,Leaders,Not Applicable,2.0,1.0,50,6570188,Model Elementary School,100
2017-18,Floyd County,Model Elementary School,Teachers,Total,37.0,8.0,22,6570188,Model Elementary School,100
2017-18,Floyd County,Model High,Leaders,Not Applicable,3.0,2.0,67,6570111,Model High,100
2017-18,Floyd County,Model High,Teachers,Total,75.1,44.0,59,6570111,Model High,100
2017-18,Floyd County,Model Middle School,Leaders,Not Applicable,2.0,0.0,0,6570203,Model Middle School,100
2017-18,Floyd County,Model Middle School,Teachers,Total,39.1,7.0,18,6570203,Model Middle School,100
2017-18,Floyd County,Pepperell Elementary,Leaders,Not Applicable,2.0,0.0,0,6570199,Pepperell Elementary,100
2017-18,Floyd County,Pepperell Elementary,Teachers,Total,44.0,11.0,25,6570199,Pepperell Elementary,100
2017-18,Floyd County,Pepperell High School,Leaders,Not Applicable,3.0,1.0,33,6570107,Pepperell High School,100
2017-18,Floyd County,Pepperell High School,Teachers,Total,86.4,56.1,65,6570107,Pepperell High School,100
2017-18,Floyd County,Pepperell Middle School,Leaders,Not Applicable,3.0,1.0,33,6570273,Pepperell Middle School,100
2017-18,Floyd County,Pepperell Middle School,Teachers,Total,52.3,23.0,44,6570273,Pepperell Middle School,100
2017-18,Floyd County,Pepperell Primary,Leaders,Not Applicable,2.0,1.0,50,6574054,Pepperell Primary,100
2017-18,Floyd County,Pepperell Primary,Teachers,Total,37.9,10.9,29,6574054,Pepperell Primary,100
2017-18,Forsyth County,Big Creek Elementary School,Leaders,Low Poverty,2.0,2.0,100,6581050,Big Creek Elementary School,100
2017-18,Forsyth County,Big Creek Elementary School,Teachers,Low Poverty,69.0,41.0,59,6581050,Big Creek Elementary School,100
2017-18,Forsyth County,Big Creek Elementary School,Teachers,Total,69.0,41.0,59,6581050,Big Creek Elementary School,100
2017-18,Forsyth County,Brandywine Elementary School,Leaders,Low Poverty,3.0,1.0,33,6580699,Brandywine Elementary School,100
2017-18,Forsyth County,Brandywine Elementary School,Teachers,Low Poverty,113.5,73.0,64,6580699,Brandywine Elementary School,100
2017-18,Forsyth County,Brandywine Elementary School,Teachers,Total,113.5,73.0,64,6580699,Brandywine Elementary School,100
2017-18,Forsyth County,Brookwood Elementary,Leaders,Low Poverty,3.0,0.0,0,6360190,Brookwood Elementary School,100
2017-18,Forsyth County,Brookwood Elementary,Teachers,Low Poverty,67.0,29.0,43,6360190,Brookwood Elementary School,100
2017-18,Forsyth County,Brookwood Elementary,Teachers,Total,67.0,29.0,43,6360190,Brookwood Elementary School,100
2017-18,Forsyth County,Chattahoochee Elementary School,Leaders,Low Poverty,2.0,1.0,50,6580194,Chattahoochee Elementary School,100
2017-18,Forsyth County,Chattahoochee Elementary School,Teachers,Low Poverty,80.5,59.0,73,6580194,Chattahoochee Elementary School,100
2017-18,Forsyth County,Chattahoochee Elementary School,Teachers,Total,80.5,59.0,73,6580194,Chattahoochee Elementary School,100
2017-18,Forsyth County,Chestatee Elementary,Leaders,Low Poverty,3.0,1.0,33,6580204,Chestatee Elementary,100
2017-18,Forsyth County,Chestatee Elementary,Teachers,Low Poverty,112.0,61.0,54,6580204,Chestatee Elementary,100
2017-18,Forsyth County,Chestatee Elementary,Teachers,Total,112.0,61.0,54,6580204,Chestatee Elementary,100
2017-18,Forsyth County,Coal Mountain Elementary School,Leaders,Low Poverty,2.0,0.0,0,6580182,Coal Mountain Elementary School,100
2017-18,Forsyth County,Coal Mountain Elementary School,Teachers,Low Poverty,84.0,52.0,62,6580182,Coal Mountain Elementary School,100
2017-18,Forsyth County,Coal Mountain Elementary School,Teachers,Total,84.0,52.0,62,6580182,Coal Mountain Elementary School,100
2017-18,Forsyth County,Cumming Elementary School,Leaders,Not Applicable,2.5,0.5,20,6580103,Cumming Elementary School,100
2017-18,Forsyth County,Cumming Elementary School,Teachers,Total,126.0,78.0,62,6580103,Cumming Elementary School,100
2017-18,Forsyth County,Daves Creek Elementary School,Leaders,Low Poverty,3.0,1.0,33,6580197,Daves Creek Elementary School,100
2017-18,Forsyth County,Daves Creek Elementary School,Teachers,Low Poverty,106.5,67.0,63,6580197,Daves Creek Elementary School,100
2017-18,Forsyth County,Daves Creek Elementary School,Teachers,Total,106.5,67.0,63,6580197,Daves Creek Elementary School,100
2017-18,Forsyth County,DeSana Middle School,Leaders,Low Poverty,3.5,1.0,29,6580700,DeSana Middle School,100
2017-18,Forsyth County,DeSana Middle School,Teachers,Low Poverty,110.0,88.0,80,6580700,DeSana Middle School,100
2017-18,Forsyth County,DeSana Middle School,Teachers,Total,110.0,88.0,80,6580700,DeSana Middle School,100
2017-18,Forsyth County,Forsyth Central High School,Leaders,Low Poverty,6.0,3.0,50,6110186,Central High School,100
2017-18,Forsyth County,Forsyth Central High School,Teachers,Low Poverty,295.7,216.4,73,6110186,Central High School,100
2017-18,Forsyth County,Forsyth Central High School,Teachers,Total,295.7,216.4,73,6110186,Central High School,100
2017-18,Forsyth County,Forsyth County- All Schools,Leaders,Low Poverty,118.9,36.5,31,7590193,Worth County Middle School,77
2017-18,Forsyth County,Forsyth County- All Schools,Leaders,Total,123.9,38.0,31,7590193,Worth County Middle School,77
2017-18,Forsyth County,Forsyth County- All Schools,Teachers,Low Poverty,2913.7,1112.5,38,7590193,Worth County Middle School,77
2017-18,Forsyth County,Forsyth County- All Schools,Teachers,Total,2959.7,1127.5,38,7590193,Worth County Middle School,77
2017-18,Forsyth County,Forsyth Virtual Academy,Leaders,Low Poverty,0.5,0.0,0,6580219,Forsyth Virtual Academy,100
2017-18,Forsyth County,Forsyth Virtual Academy,Teachers,Low Poverty,31.1,28.2,91,6580219,Forsyth Virtual Academy,100
2017-18,Forsyth County,Forsyth Virtual Academy,Teachers,Total,31.1,28.2,91,6580219,Forsyth Virtual Academy,100
2017-18,Forsyth County,George W. Whitlow Elementary,Leaders,Low Poverty,3.0,0.0,0,6580213,George W. Whitlow Elementary,100
2017-18,Forsyth County,George W. Whitlow Elementary,Teachers,Low Poverty,126.0,79.0,63,6580213,George W. Whitlow Elementary,100
2017-18,Forsyth County,George W. Whitlow Elementary,Teachers,Total,126.0,79.0,63,6580213,George W. Whitlow Elementary,100
2017-18,Forsyth County,Haw Creek Elementary,Leaders,Low Poverty,2.5,1.5,59,6580215,Haw Creek Elementary,100
2017-18,Forsyth County,Haw Creek Elementary,Teachers,Low Poverty,83.0,40.0,48,6580215,Haw Creek Elementary,100
2017-18,Forsyth County,Haw Creek Elementary,Teachers,Total,83.0,40.0,48,6580215,Haw Creek Elementary,100
2017-18,Forsyth County,Johns Creek Elementary,Leaders,Low Poverty,3.0,1.0,33,6580108,Johns Creek Elementary,100
2017-18,Forsyth County,Johns Creek Elementary,Teachers,Low Poverty,62.0,37.0,60,6580108,Johns Creek Elementary,100
2017-18,Forsyth County,Johns Creek Elementary,Teachers,Total,62.0,37.0,60,6580108,Johns Creek Elementary,100
